tweet_id,retweet_count,favorite_count
667546741521195010,125,333
667544320556335104,529,860
667538891197542400,65,203
667534815156183040,539,810
667530908589760512,238,462
667524857454854144,1107,1679
667517642048163840,193,366
667509364010450944,2125,6732
667502640335572993,219,529
667495797102141441,270,514
667491009379606528,224,527
667470559035432960,99,252
667455448082227200,59,189
667453023279554560,89,305
667443425659232256,574,772
667437278097252352,235,445
667435689202614272,83,303
667405339315146752,220,460
667393430834667520,55,190
667369227918143488,163,361
667211855547486208,241,487
667200525029539841,260,607
667192066997374976,105,382
667188689915760640,413,735
667182792070062081,6170,14220
667177989038297088,54,189
667176164155375616,463,606
667174963120574464,82,238
667171260800061440,88,219
667165590075940865,1129,2664
667160273090932737,62,254
667152164079423490,16945,47228
667138269671505920,2190,4549
667119796878725120,127,326
667090893657276420,125,329
667073648344346624,122,397
667070482143944705,14,82
667065535570550784,46,163
667062181243039745,54,214
667044094246576128,50,182
667012601033924608,220,441
666996132027977728,93,242
666983947667116034,973,2519
666837028449972224,549,803
666835007768551424,80,209
666826780179869698,95,249
666817836334096384,246,510
666804364988780544,91,234
666786068205871104,482,746
666781792255496192,187,378
666776908487630848,171,343
666739327293083650,65,232
666701168228331520,214,423
666691418707132416,46,185
666649482315059201,611,1098
666644823164719104,78,228
666454714377183233,207,506
666447344410484738,19,99
666437273139982337,47,120
666435652385423360,53,161
666430724426358785,193,307
666428276349472768,81,161
666421158376562688,112,309
666418789513326592,45,119
666411507551481857,320,427
666407126856765440,37,104
666396247373291520,81,161
666373753744588802,88,180
666362758909284353,555,754
666353288456101888,71,211
666345417576210432,131,282
666337882303524864,88,191
666293911632134144,342,485
666287406224695296,63,141
666273097616637952,75,167
666268910803644416,34,99
666104133288665088,6314,13921
666102155909144576,11,76
666099513787052032,64,149
666094000022159362,70,159
666082916733198337,43,112
666073100786774016,157,313
666071193221509120,57,140
666063827256086533,211,460
666058600524156928,57,108
666057090499244032,136,283
666055525042405380,232,423
666051853826850816,825,1187
666050758794694657,56,129
666049248165822465,41,104
666044226329800704,135,288
666033412701032449,43,120
666029285002620928,46,124
666020888022790149,493,2500
